id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1725M,https://codeforces.com/problemset/problem/1725/M,,dp,graphs,shortest paths,,1800
1725L,https://codeforces.com/problemset/problem/1725/L,Lemper Cooking Competition,data structures,,,,2400
1725K,https://codeforces.com/problemset/problem/1725/K,,data structures,dsu,,,2500
1725J,https://codeforces.com/problemset/problem/1725/J,Journey,dp,trees,,,2500
1725I,https://codeforces.com/problemset/problem/1725/I,,combinatorics,dsu,trees,,2800
1725H,https://codeforces.com/problemset/problem/1725/H,Hot Black Hot White,constructive algorithms,math,,,1800
1725G,https://codeforces.com/problemset/problem/1725/G,,binary search,geometry,math,,1500
1725F,https://codeforces.com/problemset/problem/1725/F,Field Photography,bitmasks,data structures,sortings,,2100
1725E,https://codeforces.com/problemset/problem/1725/E,,combinatorics,data structures,dp,math,2500
1725D,https://codeforces.com/problemset/problem/1725/D,Deducing Sortability,binary search,bitmasks,math,,2900
1725C,https://codeforces.com/problemset/problem/1725/C,,binary search,combinatorics,geometry,math,2000
1725B,https://codeforces.com/problemset/problem/1725/B,Basketball Together,binary search,greedy,sortings,,1000
1725A,https://codeforces.com/problemset/problem/1725/A,,math,,,,800
1722G,https://codeforces.com/problemset/problem/1722/G,Even-Odd XOR,bitmasks,constructive algorithms,greedy,,1500
1722F,https://codeforces.com/problemset/problem/1722/F,,dfs and similar,implementation,,,1700
1722E,https://codeforces.com/problemset/problem/1722/E,Counting Rectangles,brute force,data structures,dp,implementation,1600
1722D,https://codeforces.com/problemset/problem/1722/D,,greedy,sortings,,,1100
1722C,https://codeforces.com/problemset/problem/1722/C,Word Game,data structures,implementation,,,800
1722B,https://codeforces.com/problemset/problem/1722/B,,implementation,,,,800
1722A,https://codeforces.com/problemset/problem/1722/A,Spell Check,implementation,,,,800
1721F,https://codeforces.com/problemset/problem/1721/F,,brute force,constructive algorithms,dfs and similar,flows,2800
1721E,https://codeforces.com/problemset/problem/1721/E,Prefix Function Queries,dfs and similar,dp,hashing,string suffix structures,2200
1721D,https://codeforces.com/problemset/problem/1721/D,,bitmasks,dfs and similar,divide and conquer,greedy,1800
1721C,https://codeforces.com/problemset/problem/1721/C,Min-Max Array Transformation,binary search,greedy,two pointers,,1400
1721B,https://codeforces.com/problemset/problem/1721/B,,implementation,,,,1000
1721A,https://codeforces.com/problemset/problem/1721/A,Image,greedy,implementation,,,800
1720E,https://codeforces.com/problemset/problem/1720/E,,constructive algorithms,data structures,greedy,implementation,2700
1720D2,https://codeforces.com/problemset/problem/1720/D2,Xor-Subsequence (hard version),bitmasks,data structures,dp,strings,2400
1720D1,https://codeforces.com/problemset/problem/1720/D1,,bitmasks,brute force,dp,strings,1800
1720C,https://codeforces.com/problemset/problem/1720/C,Corners,greedy,implementation,,,1200
1720B,https://codeforces.com/problemset/problem/1720/B,,brute force,data structures,greedy,math,800
1720A,https://codeforces.com/problemset/problem/1720/A,Burenka Plays with Fractions,math,number theory,,,900
1719C,https://codeforces.com/problemset/problem/1719/C,,binary search,data structures,implementation,two pointers,1400
1719B,https://codeforces.com/problemset/problem/1719/B,Mathematical Circus,constructive algorithms,math,,,800
1719A,https://codeforces.com/problemset/problem/1719/A,,games,math,,,800
1718F,https://codeforces.com/problemset/problem/1718/F,"Burenka, an Array and Queries",data structures,math,number theory,,3300
1718E,https://codeforces.com/problemset/problem/1718/E,,constructive algorithms,graphs,implementation,math,3500
1718D,https://codeforces.com/problemset/problem/1718/D,Permutation for Burenka,data structures,graph matchings,greedy,math,3300
1718C,https://codeforces.com/problemset/problem/1718/C,,data structures,greedy,math,number theory,2400
1718B,https://codeforces.com/problemset/problem/1718/B,Fibonacci Strings,greedy,implementation,math,number theory,2000
1718A2,https://codeforces.com/problemset/problem/1718/A2,,data structures,dp,greedy,,1900
1718A1,https://codeforces.com/problemset/problem/1718/A1,Burenka and Traditions (easy version),dp,greedy,,,1800
1717F,https://codeforces.com/problemset/problem/1717/F,,constructive algorithms,flows,graph matchings,graphs,2500
1717E,https://codeforces.com/problemset/problem/1717/E,Madoka and The Best University,math,number theory,,,2200
1717D,https://codeforces.com/problemset/problem/1717/D,,combinatorics,constructive algorithms,greedy,math,1900
1717C,https://codeforces.com/problemset/problem/1717/C,Madoka and Formal Statement,greedy,,,,1300
1717B,https://codeforces.com/problemset/problem/1717/B,,constructive algorithms,implementation,,,1100
1717A,https://codeforces.com/problemset/problem/1717/A,Madoka and Strange Thoughts,math,number theory,,,800
1716F,https://codeforces.com/problemset/problem/1716/F,,combinatorics,dp,math,number theory,2500
1716E,https://codeforces.com/problemset/problem/1716/E,Swap and Maximum Block,bitmasks,data structures,dfs and similar,divide and conquer,2500
1716D,https://codeforces.com/problemset/problem/1716/D,,brute force,dp,math,,2000
1716C,https://codeforces.com/problemset/problem/1716/C,Robot in a Hallway,data structures,dp,greedy,implementation,2000
1716B,https://codeforces.com/problemset/problem/1716/B,,constructive algorithms,math,,,800
1716A,https://codeforces.com/problemset/problem/1716/A,2-3 Moves,greedy,math,,,800
1715F,https://codeforces.com/problemset/problem/1715/F,,constructive algorithms,geometry,interactive,math,2700
1715E,https://codeforces.com/problemset/problem/1715/E,Long Way Home,data structures,divide and conquer,dp,geometry,2400
1715D,https://codeforces.com/problemset/problem/1715/D,,2-sat,bitmasks,graphs,greedy,1900
1715C,https://codeforces.com/problemset/problem/1715/C,Monoblock,combinatorics,data structures,implementation,math,1700
1715B,https://codeforces.com/problemset/problem/1715/B,,constructive algorithms,greedy,math,,1000
1715A,https://codeforces.com/problemset/problem/1715/A,Crossmarket,constructive algorithms,greedy,math,,800
1714G,https://codeforces.com/problemset/problem/1714/G,,binary search,data structures,dfs and similar,trees,1700
1714F,https://codeforces.com/problemset/problem/1714/F,Build a Tree and That Is It,constructive algorithms,implementation,trees,,1900
1714E,https://codeforces.com/problemset/problem/1714/E,,brute force,math,number theory,,1400
1714D,https://codeforces.com/problemset/problem/1714/D,Color with Occurrences,brute force,data structures,dp,greedy,1600
1714C,https://codeforces.com/problemset/problem/1714/C,,greedy,,,,800
1714B,https://codeforces.com/problemset/problem/1714/B,Remove Prefix,data structures,greedy,implementation,,800
1714A,https://codeforces.com/problemset/problem/1714/A,,implementation,math,,,900
1713F,https://codeforces.com/problemset/problem/1713/F,Lost Array,bitmasks,combinatorics,constructive algorithms,dp,2900
1713E,https://codeforces.com/problemset/problem/1713/E,,2-sat,data structures,dsu,greedy,2400
1713D,https://codeforces.com/problemset/problem/1713/D,Tournament Countdown,constructive algorithms,greedy,interactive,number theory,1800
1713C,https://codeforces.com/problemset/problem/1713/C,,constructive algorithms,dp,math,,1200
1713B,https://codeforces.com/problemset/problem/1713/B,Optimal Reduction,constructive algorithms,sortings,,,1000
1713A,https://codeforces.com/problemset/problem/1713/A,,geometry,greedy,implementation,,800
1712F,https://codeforces.com/problemset/problem/1712/F,Triameter,binary search,data structures,dfs and similar,trees,3200
1712E2,https://codeforces.com/problemset/problem/1712/E2,,brute force,data structures,math,number theory,2500
1712E1,https://codeforces.com/problemset/problem/1712/E1,LCM Sum (easy version),binary search,brute force,combinatorics,math,2300
1712D,https://codeforces.com/problemset/problem/1712/D,,binary search,constructive algorithms,data structures,greedy,2000
1712C,https://codeforces.com/problemset/problem/1712/C,Sort Zero,greedy,sortings,,,1100
1712B,https://codeforces.com/problemset/problem/1712/B,,constructive algorithms,greedy,number theory,,800
1712A,https://codeforces.com/problemset/problem/1712/A,Wonderful Permutation,greedy,implementation,,,800
1711B,https://codeforces.com/problemset/problem/1711/B,,brute force,graphs,,,1300
1711A,https://codeforces.com/problemset/problem/1711/A,Perfect Permutation,constructive algorithms,,,,800
1710E,https://codeforces.com/problemset/problem/1710/E,,binary search,games,graph matchings,,2400
1710D,https://codeforces.com/problemset/problem/1710/D,Recover the Tree,constructive algorithms,trees,,,3400
1710C,https://codeforces.com/problemset/problem/1710/C,,bitmasks,brute force,constructive algorithms,dp,2500
1710B,https://codeforces.com/problemset/problem/1710/B,Rain,binary search,brute force,data structures,geometry,2100
1710A,https://codeforces.com/problemset/problem/1710/A,,constructive algorithms,greedy,math,,1500
,,,,,,,
1709F,https://codeforces.com/problemset/problem/1709/F,Multiset of Strings,bitmasks,brute force,dp,fft,2500
1709E,https://codeforces.com/problemset/problem/1709/E,,bitmasks,data structures,dfs and similar,dsu,2400
1709D,https://codeforces.com/problemset/problem/1709/D,Rorororobot,binary search,data structures,greedy,math,1700
1709C,https://codeforces.com/problemset/problem/1709/C,,constructive algorithms,greedy,implementation,strings,1800
1709B,https://codeforces.com/problemset/problem/1709/B,Also Try Minecraft,data structures,dp,implementation,,900
1709A,https://codeforces.com/problemset/problem/1709/A,,brute force,greedy,implementation,math,800
1708B,https://codeforces.com/problemset/problem/1708/B,Difference of GCDs,constructive algorithms,math,,,1100
1708A,https://codeforces.com/problemset/problem/1708/A,,greedy,math,,,800
1707F,https://codeforces.com/problemset/problem/1707/F,Bugaboo,bitmasks,constructive algorithms,dp,number theory,3500
1707E,https://codeforces.com/problemset/problem/1707/E,,binary search,data structures,,,3500
1707D,https://codeforces.com/problemset/problem/1707/D,Partial Virtual Trees,combinatorics,dfs and similar,dp,math,3000
1707C,https://codeforces.com/problemset/problem/1707/C,,dfs and similar,dsu,graphs,greedy,2400
1707B,https://codeforces.com/problemset/problem/1707/B,Difference Array,brute force,data structures,implementation,sortings,1900
1707A,https://codeforces.com/problemset/problem/1707/A,,binary search,constructive algorithms,greedy,implementation,1600
1706E,https://codeforces.com/problemset/problem/1706/E,Qpwoeirut and Vertices,binary search,data structures,dfs and similar,divide and conquer,2300
1706D2,https://codeforces.com/problemset/problem/1706/D2,,brute force,constructive algorithms,data structures,dp,2400
1706D1,https://codeforces.com/problemset/problem/1706/D1,Chopping Carrots (Easy Version),binary search,brute force,constructive algorithms,greedy,1700
1706C,https://codeforces.com/problemset/problem/1706/C,,dp,flows,greedy,implementation,1400
1706B,https://codeforces.com/problemset/problem/1706/B,Making Towers,dp,greedy,math,,1100
1706A,https://codeforces.com/problemset/problem/1706/A,,2-sat,constructive algorithms,greedy,string suffix structures,800
1705F,https://codeforces.com/problemset/problem/1705/F,Mark and the Online Exam,bitmasks,constructive algorithms,interactive,probabilities,2900
1705E,https://codeforces.com/problemset/problem/1705/E,,binary search,bitmasks,brute force,combinatorics,2300
1705D,https://codeforces.com/problemset/problem/1705/D,Mark and Lightbulbs,combinatorics,constructive algorithms,greedy,math,1800
1705C,https://codeforces.com/problemset/problem/1705/C,,brute force,implementation,,,1400
1705B,https://codeforces.com/problemset/problem/1705/B,Mark the Dust Sweeper,constructive algorithms,greedy,implementation,,900
1705A,https://codeforces.com/problemset/problem/1705/A,,greedy,sortings,,,800
1704H2,https://codeforces.com/problemset/problem/1704/H2,Game of AI (hard version),combinatorics,fft,math,,3500
1704H1,https://codeforces.com/problemset/problem/1704/H1,,combinatorics,constructive algorithms,dp,fft,3200
1704G,https://codeforces.com/problemset/problem/1704/G,Mio and Lucky Array,constructive algorithms,fft,math,strings,3500
1704F,https://codeforces.com/problemset/problem/1704/F,,constructive algorithms,dp,games,,2600
1704E,https://codeforces.com/problemset/problem/1704/E,Count Seconds,brute force,constructive algorithms,dp,graphs,2200
1704D,https://codeforces.com/problemset/problem/1704/D,,constructive algorithms,hashing,implementation,math,1900
1704C,https://codeforces.com/problemset/problem/1704/C,Virus,greedy,implementation,sortings,,1200
1704B,https://codeforces.com/problemset/problem/1704/B,,brute force,greedy,implementation,,1000
1704A,https://codeforces.com/problemset/problem/1704/A,Two 0-1 Sequences,constructive algorithms,greedy,,,800
1703G,https://codeforces.com/problemset/problem/1703/G,,bitmasks,brute force,dp,greedy,1600
1703F,https://codeforces.com/problemset/problem/1703/F,Yet Another Problem About Pairs Satisfying an Inequality,binary search,data structures,dp,greedy,1300
1703E,https://codeforces.com/problemset/problem/1703/E,,implementation,,,,1200
1703D,https://codeforces.com/problemset/problem/1703/D,Double Strings,brute force,data structures,strings,,1100
1703C,https://codeforces.com/problemset/problem/1703/C,,brute force,implementation,strings,,800
1703B,https://codeforces.com/problemset/problem/1703/B,ICPC Balloons,data structures,implementation,,,800
1703A,https://codeforces.com/problemset/problem/1703/A,,brute force,implementation,strings,,800
1702G2,https://codeforces.com/problemset/problem/1702/G2,Passable Paths (hard version),data structures,dfs and similar,trees,,2000
1702G1,https://codeforces.com/problemset/problem/1702/G1,,dfs and similar,trees,,,1900
1702F,https://codeforces.com/problemset/problem/1702/F,Equate Multisets,constructive algorithms,data structures,greedy,math,1700
